Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
"vivo T3 5G (Cosmic Blue, 128 GB)","₹19,999",https://www.flipkart.com/vivo-t3-5g-cosmic-blue-128-gb/p/itm69b3c5633378f?pid=MOBGYT3VZAAFCC8S&lid=LSTMOBGYT3VZAAFCC8SVBGHHP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_117&otracker=browse&fm=organic&iid=84d4cc9d-e8d6-4492-ba19-4055001a78fd.MOBGYT3VZAAFCC8S.SEARCH&ppt=None&ppn=None&ssid=esp3hw6zsw0000001713283215357,vivo,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/d/1/-original-imagz6tzjgggzygu.jpeg?q=70
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"₹1,609",https://www.flipkart.com/itel-magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb/p/itm6a91d9875a444?pid=MOBGK2E6MBKZZEMX&lid=LSTMOBGK2E6MBKZZEMXFBHBQH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_118&otracker=browse&fm=organic&iid=84d4cc9d-e8d6-4492-ba19-4055001a78fd.MOBGK2E6MBKZZEMX.SEARCH&ppt=None&ppn=None&ssid=esp3hw6zsw0000001713283215357,itel,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/k/9/magicx-pro-mx-pro-itel-original-imagnybzczgpjskx.jpeg?q=70
"vivo T3 5G (Cosmic Blue, 256 GB)","₹21,999",https://www.flipkart.com/vivo-t3-5g-cosmic-blue-256-gb/p/itm69b3c5633378f?pid=MOBGYT3VJDYMMFTZ&lid=LSTMOBGYT3VJDYMMFTZTWB3LH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_119&otracker=browse&fm=organic&iid=84d4cc9d-e8d6-4492-ba19-4055001a78fd.MOBGYT3VJDYMMFTZ.SEARCH&ppt=None&ppn=None&ssid=esp3hw6zsw0000001713283215357,vivo,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/d/1/-original-imagz6tzjgggzygu.jpeg?q=70
"vivo T3 5G (Crystal Flake, 256 GB)","₹21,999",https://www.flipkart.com/vivo-t3-5g-crystal-flake-256-gb/p/itm69b3c5633378f?pid=MOBGYT3VT78XZHKS&lid=LSTMOBGYT3VT78XZHKSSF9XVQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_120&otracker=browse&fm=organic&iid=84d4cc9d-e8d6-4492-ba19-4055001a78fd.MOBGYT3VT78XZHKS.SEARCH&ppt=None&ppn=None&ssid=esp3hw6zsw0000001713283215357,vivo,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/x/2/-original-imagz6tzewyqpgtz.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_121&otracker=browse&fm=organic&iid=en_1Q1ybbjAO0P84CGfLoLYiXEqxfQWfLVKmM8lpD09XiC8BfAN3VkTD5e22eStoUPmA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,realme,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_122&otracker=browse&fm=organic&iid=en_1Q1ybbjAO0P84CGfLoLYiXEqxfQWfLVKmM8lpD09XiDtI016LnRola3MG667y1vIy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Nothing,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"realme C53 (Champion Gold, 128 GB)","₹8,999",https://www.flipkart.com/realme-c53-champion-gold-128-gb/p/itm5df90168ecd05?pid=MOBGQY93QMZFZJVN&lid=LSTMOBGQY93QMZFZJVNMUBTHX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_123&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGQY93QMZFZJVN.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/h/d/-original-imags487gaqqhcea.jpeg?q=70
"vivo T3 5G (Cosmic Blue, 256 GB)","₹21,999",https://www.flipkart.com/vivo-t3-5g-cosmic-blue-256-gb/p/itm69b3c5633378f?pid=MOBGYT3VJDYMMFTZ&lid=LSTMOBGYT3VJDYMMFTZTWB3LH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_124&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGYT3VJDYMMFTZ.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,vivo,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/d/1/-original-imagz6tzjgggzygu.jpeg?q=70
"vivo T3 5G (Crystal Flake, 256 GB)","₹21,999",https://www.flipkart.com/vivo-t3-5g-crystal-flake-256-gb/p/itm69b3c5633378f?pid=MOBGYT3VT78XZHKS&lid=LSTMOBGYT3VT78XZHKSSF9XVQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_125&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGYT3VT78XZHKS.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,vivo,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/x/2/-original-imagz6tzewyqpgtz.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-ash-black-128-gb/p/itm3886145398f59?pid=MOBGYBAVBQ86QKJT&lid=LSTMOBGYBAVBQ86QKJTGZ1L1V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_126&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGYBAVBQ86QKJT.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,SAMSUNG,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/8/n/-original-imagymhwtgmdr3v2.jpeg?q=70
"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","₹12,168",https://www.flipkart.com/samsung-galaxy-m14-5g-icy-silver-128-gb/p/itme53601886b5d9?pid=MOBGZWRQNHGDF7SA&lid=LSTMOBGZWRQNHGDF7SA7XRZTC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_127&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGZWRQNHGDF7SA.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,SAMSUNG,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/2/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzwrqnpzujxks.jpeg?q=70
"REDMI 13c 5G (Starlight Black, 256 GB)","₹13,512",https://www.flipkart.com/redmi-13c-5g-starlight-black-256-gb/p/itm996fbc603ec3c?pid=MOBGW6S7EDZMAKPF&lid=LSTMOBGW6S7EDZMAKPFE2XK8V&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_128&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGW6S7EDZMAKPF.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,REDMI,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/v/t/13c-5g-redmi-13c-5g-redmi-original-imagw6s7zfhb4syx.jpeg?q=70
LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹930,https://www.flipkart.com/lava-a1-josh-bol-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm435dfc68caaa0?pid=MOBGPNGRD5YQJKMK&lid=LSTMOBGPNGRD5YQJKMKWUDAPB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_129&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGPNGRD5YQJKMK.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,LAVA,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/o/u/a1-josh-bol-lf1001-lava-original-imagpngrwhp49cnx.jpeg?q=70
"realme Narzo 60X 5G (Nebula Purple, 128 GB)","₹14,990",https://www.flipkart.com/realme-narzo-60x-5g-nebula-purple-128-gb/p/itm906a3c913a97f?pid=MOBGTNS6C5MAJPMZ&lid=LSTMOBGTNS6C5MAJPMZBV2TNW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_130&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGTNS6C5MAJPMZ.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,realme,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/3/m/narzo-60x-5g-rmx3782-realme-original-imagtkaekz4ghdr8.jpeg?q=70
"Infinix Note 30 5G (Magic Black, 128 GB)","₹14,999",https://www.flipkart.com/infinix-note-30-5g-magic-black-128-gb/p/itm12c179f0a6281?pid=MOBGQ9HPMWYHPWY2&lid=LSTMOBGQ9HPMWYHPWY2V4EXOR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_131&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGQ9HPMWYHPWY2.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Infinix,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/p/h/-original-imagqhyftnseqttk.jpeg?q=70
"POCO C65 (Matte Black, 256 GB)","₹8,999",https://www.flipkart.com/poco-c65-matte-black-256-gb/p/itmd776f58809b28?pid=MOBGVVTXXYZHF5UM&lid=LSTMOBGVVTXXYZHF5UMGXNVBS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_132&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGVVTXXYZHF5UM.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,POCO,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=70
"Motorola Edge 40 Neo (Caneel Bay, 128 GB)","₹22,999",https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-128-gb/p/itm122f351a3a2a3?pid=MOBGQFX6K7YQJRSY&lid=LSTMOBGQFX6K7YQJRSY4YPKSE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_133&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGQFX6K7YQJRSY.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Motorola,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/e/-original-imagtkzunhcht8vz.jpeg?q=70
"POCO C65 (Pastel Blue, 256 GB)","₹8,999",https://www.flipkart.com/poco-c65-pastel-blue-256-gb/p/itm25756864abc77?pid=MOBGVVTX2QNXDJ2W&lid=LSTMOBGVVTX2QNXDJ2WLNZIWO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_134&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGVVTX2QNXDJ2W.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,POCO,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=70
Kechaoda A26,₹960,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFCVSRZZXQWGGW&lid=LSTMOBFCVSRZZXQWGGW4F0PL6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_135&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBFCVSRZZXQWGGW.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Kechaoda,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/a/d/k/kechaoda-a26-a26-original-imafhyqgwhf7cwdy.jpeg?q=70
"POCO X6 Neo 5G (Martian Orange, 128 GB)","₹15,999",https://www.flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_136&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGYQ6BFZJ9RHDD.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,POCO,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/z/4/-original-imagz5g9gyhmgusp.jpeg?q=70
"realme 12 5G (Twilight Purple, 128 GB)","₹16,999",https://www.flipkart.com/realme-12-5g-twilight-purple-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKR424BCHQ&lid=LSTMOBGYAFKR424BCHQI66RZS&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_137&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGYAFKR424BCHQ.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,realme,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/z/j/-original-imagyzwyyprfyzg3.jpeg?q=70
"realme 12 5G (Twilight Purple, 128 GB)","₹17,999",https://www.flipkart.com/realme-12-5g-twilight-purple-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKBG4SPHXJ&lid=LSTMOBGYAFKBG4SPHXJ08ELIU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_138&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGYAFKBG4SPHXJ.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,realme,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/z/j/-original-imagyzwyyprfyzg3.jpeg?q=70
"REDMI 13c 5G (Startrail Green, 128 GB)","₹11,652",https://www.flipkart.com/redmi-13c-5g-startrail-green-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S7BFMR5HEX&lid=LSTMOBGW6S7BFMR5HEXEG91JN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_139&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGW6S7BFMR5HEX.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,REDMI,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/x/c/13c-5g-redmi-13c-5g-redmi-original-imagw6s7x86zhqj6.jpeg?q=70
"Infinix Note 30 5G (Sunset Gold, 256 GB)","₹15,499",https://www.flipkart.com/infinix-note-30-5g-sunset-gold-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPWB79HS7M&lid=LSTMOBGQ9HPWB79HS7MJHUHUF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_140&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGQ9HPWB79HS7M.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Infinix,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/t/k/note-30-5g-x6711-infinix-original-imagqdvvw4pwdtmk.jpeg?q=70
"Infinix Note 30 5G (Magic Black, 256 GB)","₹15,499",https://www.flipkart.com/infinix-note-30-5g-magic-black-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPEZKFHZFQ&lid=LSTMOBGQ9HPEZKFHZFQUVHIKF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_141&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGQ9HPEZKFHZFQ.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Infinix,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/p/h/-original-imagqhyftnseqttk.jpeg?q=70
"Infinix Note 30 5G (Interstellar Blue, 256 GB)","₹15,499",https://www.flipkart.com/infinix-note-30-5g-interstellar-blue-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPTHRDF7ZX&lid=LSTMOBGQ9HPTHRDF7ZXGLKHRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_142&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGQ9HPTHRDF7ZX.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Infinix,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/6/-original-imagqhyfh7ykyjby.jpeg?q=70
Kechaoda K112,"₹1,565",https://www.flipkart.com/kechaoda-k112/p/itmf3qzutndjrsrb?pid=MOBGUSRXWGK9ZFDT&lid=LSTMOBGUSRXWGK9ZFDTODS1RK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_143&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBGUSRXWGK9ZFDT.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,Kechaoda,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/y/v/k112-k112-kechaoda-original-imagusrxqgcynywa.jpeg?q=70
SAMSUNG GT-E1215ZKAINS,"₹1,499",https://www.flipkart.com/samsung-gt-e1215zkains/p/itmf3dead861ef1f?pid=MOBDA2CFCQ6CFHTZ&lid=LSTMOBDA2CFCQ6CFHTZSTP04E&marketplace=FLIPKART&store=tyy%2F4io&srno=b_6_144&otracker=browse&fm=organic&iid=62346eaf-1dc2-40dc-b9ef-83788bb9a482.MOBDA2CFCQ6CFHTZ.SEARCH&ppt=None&ppn=None&ssid=7wcd66qxq80000001713283217393,SAMSUNG,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/kn6cxow0/mobile/p/p/r/guru-1200-gt-e1200zkyins-samsung-original-imagfwzx5z9ry8eh.jpeg?q=70
"POCO C65 (Pastel Green, 128 GB)","₹7,999",https://www.flipkart.com/poco-c65-pastel-green-128-gb/p/itm50cb31371238b?pid=MOBGXTV9GZHKA5KW&lid=LSTMOBGXTV9GZHKA5KWMKX3GG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_145&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGXTV9GZHKA5KW.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,POCO,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=70
"realme Narzo 60x 5G (Stellar Green, 128 GB)","₹11,248",https://www.flipkart.com/realme-narzo-60x-5g-stellar-green-128-gb/p/itm6542351b705ba?pid=MOBGTS26RMBBWBPC&lid=LSTMOBGTS26RMBBWBPC1VFVE8&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_146&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGTS26RMBBWBPC.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/b/d/narzo-60x-5g-4gb-128gb-narzo-60x-5g-realme-original-imagtr9e6hzf7sva.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_147&otracker=browse&fm=organic&iid=en_IKB74WKLSsZGWXJve1qsjRem780sRcJenWRmbVP_2kaeBugRdKjiNw603Eu33SWCA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_148&otracker=browse&fm=organic&iid=en_IKB74WKLSsZGWXJve1qsjRem780sRcJenWRmbVP_2kaX_ZcEVvvz_8sjGjuuXIeLy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,Nothing,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
LAVA A3 Vibe DS Keypad Mobile| 1750 mAh Battery|Expandable Storage 32GB,"₹1,289",https://www.flipkart.com/lava-a3-vibe-ds-keypad-mobile-1750-mah-battery-expandable-storage-32gb/p/itmbb2b1e77c19d4?pid=MOBGRHR52V5CXFWF&lid=LSTMOBGRHR52V5CXFWFQHSDIA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_149&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGRHR52V5CXFWF.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,LAVA,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/i/t/a3-vibe-lava-a3-vibe-lava-original-imagrcu2m9gy7fsj.jpeg?q=70
"realme 12 5G (Woodland Green, 128 GB)","₹17,999",https://www.flipkart.com/realme-12-5g-woodland-green-128-gb/p/itm33bab7c9fcc8e?pid=MOBGYAFKZJPYABMH&lid=LSTMOBGYAFKZJPYABMHGXIP4K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_150&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGYAFKZJPYABMH.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/k/s/-original-imagyzwynj6yu6xu.jpeg?q=70
"realme C51 (Carbon Black, 128 GB)","₹9,499",https://www.flipkart.com/realme-c51-carbon-black-128-gb/p/itm0e93bcb87927f?pid=MOBGU8PYQNEGCN7H&lid=LSTMOBGU8PYQNEGCN7HTPPHJT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_151&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGU8PYQNEGCN7H.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,realme,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/5/5/-original-imagt4qzhsrnpyhb.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Jazzy Green, 128 GB)","₹14,499",https://www.flipkart.com/samsung-galaxy-f15-5g-jazzy-green-128-gb/p/itm3202236886884?pid=MOBGYBAVKWJWSNNQ&lid=LSTMOBGYBAVKWJWSNNQQBJZHM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_152&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGYBAVKWJWSNNQ.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,SAMSUNG,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/e/f/-original-imagymhw8g7tdyhk.jpeg?q=70
"Motorola e13 (Aurora Green, 128 GB)","₹7,499",https://www.flipkart.com/motorola-e13-aurora-green-128-gb/p/itm87151a7bb1a4f?pid=MOBGQFX6HYNXCYGX&lid=LSTMOBGQFX6HYNXCYGXGXJTTI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_153&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGQFX6HYNXCYGX.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,Motorola,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/y/n/-original-imagshuzkeurgwd8.jpeg?q=70
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999",https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/p/itmd0aaf528709de?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_154&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGYBAVSDFYZFNY.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,SAMSUNG,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/v/4/galaxy-f15-5g-sm-e156b-samsung-original-imagyhkbkdy56zej.jpeg?q=70
"Motorola G32 (Satin Silver, 128 GB)","₹9,999",https://www.flipkart.com/motorola-g32-satin-silver-128-gb/p/itm8e7224d29bfc6?pid=MOBGM2EHGUNGDDQR&lid=LSTMOBGM2EHGUNGDDQRKIBLDP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_7_155&otracker=browse&fm=organic&iid=f7705ac9-ba78-4a4b-8149-81a0760f2498.MOBGM2EHGUNGDDQR.SEARCH&ppt=None&ppn=None&ssid=7ad1340b7k0000001713283219938,Motorola,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/m/4/-original-imagnvvws9fmzgtb.jpeg?q=70
